"row","Population","BLOCK.POS","Sample.ID","Family.Unique","Family.NonUnique","Replicate","HabitatType","Region","Collector","Collection.Date","Block.ID","Position","Letter.Pos","No.Position","Bench","Planting.Date","Survival.Y.N","Germination.Y.N","Germination.Date","No.Days.to.Germ","True.Leaf","No.Days.to.TrueLeaf","Germ.to.TrueLeaf","Flower.Y.N.2016","Fruit.Y.N.2016","DTFF.2016","no.Planting.to.DTFF","No.Days.Germ.to.Flr","No.Days.TL.to.Flr","No.Flowers.2016","No.Fruit.2016","Seedmass.2016","sm","Flower.Y.N.2017","Fruit.Y.N.2017","Flowering.4.2.17.Y.N","DTFF.2017","DTFF.Ordinal.Day.2017","norm.flower.date.2017","Date.to.Bolt.2017","DtB.O.Day.2017","norm.bolt.date.2017","Date.to.Fruit.2017","Fruit.O.Day.2017","norm.fruit.date.2017","Seedmass.2017","sm.2","Survival.Y.N.2017","No.Fruit.2017","Total.N.R.2017","Total.Flowers.2017","Flowering.Y.N.2018","Fruit.Y.N.2018","DTFF.2018","DTFF.18.Oday","DtB.2018","DtB.Oday.2018","Date.to.Fruit.2018","Date.to.Fruit.Oday.2018","Non.reproductive.flowers","seedmass.2018.g.","No.Fruit.2018","Total.Flowers.2018","Survival.Y.N.2018","Latitude","Longitude","Elevation.m","n.fruit.envelopes","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","Dist.from.cg.km","Surv2017","Surv2018"
31,"AB-HSC","7-C8","AB-HSC.3.7","AB-HSC_3",3,7,"Prairie","Prairie","Chad_Stratilo","6/21/2015",7,"C8","C",8,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
32,"AB-HSC","2-M13","AB-HSC.4.2","AB-HSC_4",4,2,"Prairie","Prairie","Chad_Stratilo","6/21/2015",2,"M13","M",13,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
33,"AB-HSC","3-G6","AB-HSC.3.3","AB-HSC_3",3,3,"Prairie","Prairie","Chad_Stratilo","6/21/2015",3,"G6","G",6,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
34,"AB-HSC","2-M16","AB-HSC.8.2","AB-HSC_8",8,2,"Prairie","Prairie","Chad_Stratilo","6/21/2015",2,"M16","M",16,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
35,"AB-HSC","2-A11","AB-HSC.17.2","AB-HSC_17",17,2,"Prairie","Prairie","Chad_Stratilo","6/21/2015",2,"A11","A",11,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
36,"AB-HSC","12-F13","AB-HSC.8.12","AB-HSC_8",8,12,"Prairie","Prairie","Chad_Stratilo","6/21/2015",12,"F13","F",13,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
37,"AB-HSC","10-B14","AB-HSC.3.10","AB-HSC_3",3,10,"Prairie","Prairie","Chad_Stratilo","6/21/2015",10,"B14","B",14,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
38,"AB-HSC","12-C15","AB-HSC.16.12","AB-HSC_16",16,12,"Prairie","Prairie","Chad_Stratilo","6/21/2015",12,"C15","C",15,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
39,"AB-HSC","1-A6","AB-HSC.4.1","AB-HSC_4",4,1,"Prairie","Prairie","Chad_Stratilo","6/21/2015",1,"A6","A",6,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
40,"AB-HSC","9-G13","AB-HSC.5.9","AB-HSC_5",5,9,"Prairie","Prairie","Chad_Stratilo","6/21/2015",9,"G13","G",13,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
41,"AB-HSC","11-A15","AB-HSC.4.11","AB-HSC_4",4,11,"Prairie","Prairie","Chad_Stratilo","6/21/2015",11,"A15","A",15,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
42,"AB-HSC","4-C14","AB-HSC.11.4","AB-HSC_11",11,4,"Prairie","Prairie","Chad_Stratilo","6/21/2015",4,"C14","C",14,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
43,"AB-HSC","6-K6","AB-HSC.13.6","AB-HSC_13",13,6,"Prairie","Prairie","Chad_Stratilo","6/21/2015",6,"K6","K",6,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
44,"AB-HSC","8-E10","AB-HSC.5.8","AB-HSC_5",5,8,"Prairie","Prairie","Chad_Stratilo","6/21/2015",8,"E10","E",10,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
45,"AB-HSC","3-F10","AB-HSC.13.3","AB-HSC_13",13,3,"Prairie","Prairie","Chad_Stratilo","6/21/2015",3,"F10","F",10,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
46,"AB-HSC","12-H11","AB-HSC.14.12","AB-HSC_14",14,12,"Prairie","Prairie","Chad_Stratilo","6/21/2015",12,"H11","H",11,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
47,"AB-HSC","1-I12","AB-HSC.13.1","AB-HSC_13",13,1,"Prairie","Prairie","Chad_Stratilo","6/21/2015",1,"I12","I",12,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
48,"AB-HSC","4-B3","AB-HSC.17.4","AB-HSC_17",17,4,"Prairie","Prairie","Chad_Stratilo","6/21/2015",4,"B3","B",3,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
49,"AB-HSC","1-N14","AB-HSC.14.1","AB-HSC_14",14,1,"Prairie","Prairie","Chad_Stratilo","6/21/2015",1,"N14","N",14,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
50,"AB-HSC","4-A5","AB-HSC.5.4","AB-HSC_5",5,4,"Prairie","Prairie","Chad_Stratilo","6/21/2015",4,"A5","A",5,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
51,"AB-HSC","11-M4","AB-HSC.17.11","AB-HSC_17",17,11,"Prairie","Prairie","Chad_Stratilo","6/21/2015",11,"M4","M",4,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
52,"AB-HSC","6-G4","AB-HSC.7.6","AB-HSC_7",7,6,"Prairie","Prairie","Chad_Stratilo","6/21/2015",6,"G4","G",4,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
53,"AB-HSC","2-E15","AB-HSC.5.2","AB-HSC_5",5,2,"Prairie","Prairie","Chad_Stratilo","6/21/2015",2,"E15","E",15,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
54,"AB-HSC","1-K4","AB-HSC.8.1","AB-HSC_8",8,1,"Prairie","Prairie","Chad_Stratilo","6/21/2015",1,"K4","K",4,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
55,"AB-HSC","11-K10","AB-HSC.7.11","AB-HSC_7",7,11,"Prairie","Prairie","Chad_Stratilo","6/21/2015",11,"K10","K",10,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
56,"AB-HSC","11-L5","AB-HSC.8.11","AB-HSC_8",8,11,"Prairie","Prairie","Chad_Stratilo","6/21/2015",11,"L5","L",5,3,"11/7/2015",1,1,"11/27/2015",20,"12/3/2015",26,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,"0","5/15/2017",135,45,"5/25/2017",145,55,NA,NA,NA,0,0,1,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,1,0
57,"AB-HSC","9-H10","AB-HSC.4.9","AB-HSC_4",4,9,"Prairie","Prairie","Chad_Stratilo","6/21/2015",9,"H10","H",10,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
58,"AB-HSC","6-N5","AB-HSC.8.6","AB-HSC_8",8,6,"Prairie","Prairie","Chad_Stratilo","6/21/2015",6,"N5","N",5,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
59,"AB-HSC","10-G3","AB-HSC.13.10","AB-HSC_13",13,10,"Prairie","Prairie","Chad_Stratilo","6/21/2015",10,"G3","G",3,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
60,"AB-HSC","9-F5","AB-HSC.11.9","AB-HSC_11",11,9,"Prairie","Prairie","Chad_Stratilo","6/21/2015",9,"F5","F",5,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
61,"AB-HSC","3-A14","AB-HSC.7.3","AB-HSC_7",7,3,"Prairie","Prairie","Chad_Stratilo","6/21/2015",3,"A14","A",14,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
62,"AB-HSC","4-J2","AB-HSC.8.4","AB-HSC_8",8,4,"Prairie","Prairie","Chad_Stratilo","6/21/2015",4,"J2","J",2,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
63,"AB-HSC","11-C5","AB-HSC.13.11","AB-HSC_13",13,11,"Prairie","Prairie","Chad_Stratilo","6/21/2015",11,"C5","C",5,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
64,"AB-HSC","10-H8","AB-HSC.5.10","AB-HSC_5",5,10,"Prairie","Prairie","Chad_Stratilo","6/21/2015",10,"H8","H",8,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
65,"AB-HSC","8-M13","AB-HSC.11.8","AB-HSC_11",11,8,"Prairie","Prairie","Chad_Stratilo","6/21/2015",8,"M13","M",13,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
66,"AB-HSC","3-A2","AB-HSC.16.3","AB-HSC_16",16,3,"Prairie","Prairie","Chad_Stratilo","6/21/2015",3,"A2","A",2,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
67,"AB-HSC","7-F8","AB-HSC.17.7","AB-HSC_17",17,7,"Prairie","Prairie","Chad_Stratilo","6/21/2015",7,"F8","F",8,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
68,"AB-HSC","5-N10","AB-HSC.3.5","AB-HSC_3",3,5,"Prairie","Prairie","Chad_Stratilo","6/21/2015",5,"N10","N",10,2,"11/7/2015",1,1,"11/23/2015",16,"12/19/2015",42,26,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
69,"AB-HSC","10-J16","AB-HSC.8.10","AB-HSC_8",8,10,"Prairie","Prairie","Chad_Stratilo","6/21/2015",10,"J16","J",16,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
70,"AB-HSC","5-L12","AB-HSC.11.5","AB-HSC_11",11,5,"Prairie","Prairie","Chad_Stratilo","6/21/2015",5,"L12","L",12,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
71,"AB-HSC","8-D8","AB-HSC.8.8","AB-HSC_8",8,8,"Prairie","Prairie","Chad_Stratilo","6/21/2015",8,"D8","D",8,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
72,"AB-HSC","5-E5","AB-HSC.16.5","AB-HSC_16",16,5,"Prairie","Prairie","Chad_Stratilo","6/21/2015",5,"E5","E",5,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.636389,-110.33,721,20,4,17.1,-9,26.2,382,240,36.6,71.3,1013,1463,5136,289,155,148,249,100,90,-41.5,37.1,668,374,11.6,53,1070.778,0,0
